steer, throttle, brake, reverse 
0.12101178616285324, 0.699999988079071, 0.0, False 
0.12368541210889816, 0.699999988079071, 0.0, False 
0.12443777918815613, 0.699999988079071, 0.0, False 
0.12480053305625916, 0.699999988079071, 0.0, False 
0.12517671287059784, 0.699999988079071, 0.0, False 
0.12588877975940704, 0.699999988079071, 0.0, False 
0.12625153362751007, 0.699999988079071, 0.0, False 
0.12660086154937744, 0.699999988079071, 0.0, False 
0.12697705626487732, 0.699999988079071, 0.0, False 
0.12798471748828888, 0.699999988079071, 0.0, False 
0.12879084050655365, 0.699999988079071, 0.0, False 
0.12915360927581787, 0.699999988079071, 0.0, False 
0.12991942465305328, 0.699999988079071, 0.0, False 
0.13069868087768555, 0.699999988079071, 0.0, False 
0.1311151683330536, 0.699999988079071, 0.0, False 
0.13190783560276031, 0.699999988079071, 0.0, False 
0.13235118985176086, 0.699999988079071, 0.0, False 
0.13278110325336456, 0.699999988079071, 0.0, False 
0.13373497128486633, 0.699999988079071, 0.0, False 
0.1345141977071762, 0.699999988079071, 0.0, False 
0.1348903775215149, 0.699999988079071, 0.0, False 
0.13566960394382477, 0.699999988079071, 0.0, False 
0.13607265055179596, 0.699999988079071, 0.0, False 
0.13682499527931213, 0.699999988079071, 0.0, False 
0.13722804188728333, 0.699999988079071, 0.0, False 
0.13763108849525452, 0.699999988079071, 0.0, False 
0.13842375576496124, 0.699999988079071, 0.0, False 
0.13881336152553558, 0.699999988079071, 0.0, False 
0.13920298218727112, 0.699999988079071, 0.0, False 
0.1396060287952423, 0.699999988079071, 0.0, False 
0.1404121220111847, 0.699999988079071, 0.0, False 
0.14077486097812653, 0.699999988079071, 0.0, False 
0.14113759994506836, 0.699999988079071, 0.0, False 
0.14187651872634888, 0.699999988079071, 0.0, False 
0.1422123908996582, 0.699999988079071, 0.0, False 
0.14293786883354187, 0.699999988079071, 0.0, False 
0.1433006227016449, 0.699999988079071, 0.0, False 
0.14364992082118988, 0.699999988079071, 0.0, False 
0.14437541365623474, 0.699999988079071, 0.0, False 
0.14471128582954407, 0.699999988079071, 0.0, False 
0.14508745074272156, 0.699999988079071, 0.0, False 
0.14581294357776642, 0.699999988079071, 0.0, False 
0.14620254933834076, 0.699999988079071, 0.0, False 
0.14699521660804749, 0.699999988079071, 0.0, False 
0.14739826321601868, 0.699999988079071, 0.0, False 
0.14780130982398987, 0.699999988079071, 0.0, False 
0.1486208289861679, 0.699999988079071, 0.0, False 
0.14901044964790344, 0.699999988079071, 0.0, False 
0.14940005540847778, 0.699999988079071, 0.0, False 
0.15019270777702332, 0.699999988079071, 0.0, False 
0.150568887591362, 0.699999988079071, 0.0, False 
0.15095850825309753, 0.699999988079071, 0.0, False 
0.1516302525997162, 0.699999988079071, 0.0, False 
0.15199299156665802, 0.699999988079071, 0.0, False 
0.15235573053359985, 0.699999988079071, 0.0, False 
0.153054341673851, 0.699999988079071, 0.0, False 
0.1534036546945572, 0.699999988079071, 0.0, False 
0.15407539904117584, 0.699999988079071, 0.0, False 
0.15443813800811768, 0.699999988079071, 0.0, False 
0.15478745102882385, 0.699999988079071, 0.0, False 
0.155486062169075, 0.699999988079071, 0.0, False 
0.15583536028862, 0.699999988079071, 0.0, False 
0.1565742790699005, 0.699999988079071, 0.0, False 
0.15693703293800354, 0.699999988079071, 0.0, False 
0.15732663869857788, 0.699999988079071, 0.0, False 
0.1581192910671234, 0.699999988079071, 0.0, False 
0.1585492193698883, 0.699999988079071, 0.0, False 
0.159328430891037, 0.699999988079071, 0.0, False 
0.15974491834640503, 0.699999988079071, 0.0, False 
0.1605510115623474, 0.699999988079071, 0.0, False 
0.1609271913766861, 0.699999988079071, 0.0, False 
0.1613437533378601, 0.699999988079071, 0.0, False 
0.16206936538219452, 0.699999988079071, 0.0, False 
0.16248591244220734, 0.699999988079071, 0.0, False 
0.16294722259044647, 0.699999988079071, 0.0, False 
0.1635124385356903, 0.699999988079071, 0.0, False 
0.15482228994369507, 0.699999988079071, 0.0, False 
0.15460681915283203, 0.699999988079071, 0.0, False 
0.15277424454689026, 0.699999988079071, 0.0, False 
0.15209020674228668, 0.699999988079071, 0.0, False 
0.15162193775177002, 0.699999988079071, 0.0, False 
0.14466644823551178, 0.699999988079071, 0.0, False 
0.1400691270828247, 0.699999988079071, 0.0, False 
0.1406204104423523, 0.699999988079071, 0.0, False 
0.13189053535461426, 0.699999988079071, 0.0, False 
0.13140511512756348, 0.699999988079071, 0.0, False 
0.1334133744239807, 0.699999988079071, 0.0, False 
0.12289616465568542, 0.699999988079071, 0.0, False 
0.12260172516107559, 0.699999988079071, 0.0, False 
0.10096749663352966, 0.699999988079071, 0.0, False 
0.11519749462604523, 0.699999988079071, 0.0, False 
0.116692915558815, 0.699999988079071, 0.0, False 
0.10935193300247192, 0.699999988079071, 0.0, False 
0.1074254959821701, 0.699999988079071, 0.0, False 
0.0896783322095871, 0.699999988079071, 0.0, False 
0.09793970733880997, 0.699999988079071, 0.0, False 
0.0932314395904541, 0.699999988079071, 0.0, False 
0.09275135397911072, 0.699999988079071, 0.0, False 
0.07513152062892914, 0.699999988079071, 0.0, False 
0.08272512257099152, 0.699999988079071, 0.0, False 
0.06292178481817245, 0.699999988079071, 0.0, False 
0.05945499241352081, 0.699999988079071, 0.0, False 
0.07049757242202759, 0.699999988079071, 0.0, False 
0.0714230015873909, 0.699999988079071, 0.0, False 
0.06904727965593338, 0.699999988079071, 0.0, False 
0.06652693450450897, 0.699999988079071, 0.0, False 
0.05859661102294922, 0.699999988079071, 0.0, False 
0.06274395436048508, 0.699999988079071, 0.0, False 
0.06011876463890076, 0.699999988079071, 0.0, False 
0.057475414127111435, 0.699999988079071, 0.0, False 
0.05720117315649986, 0.699999988079071, 0.0, False 
0.05191724747419357, 0.699999988079071, 0.0, False 
0.05604293569922447, 0.699999988079071, 0.0, False 
0.052580446004867554, 0.699999988079071, 0.0, False 
0.05422201380133629, 0.699999988079071, 0.0, False 
0.053093332797288895, 0.699999988079071, 0.0, False 
0.051673226058483124, 0.699999988079071, 0.0, False 
0.05220962315797806, 0.699999988079071, 0.0, False 
0.051557596772909164, 0.699999988079071, 0.0, False 
0.051546428352594376, 0.699999988079071, 0.0, False 
0.05178961530327797, 0.699999988079071, 0.0, False 
0.05184325948357582, 0.699999988079071, 0.0, False 
0.05165638402104378, 0.699999988079071, 0.0, False 
0.05160029977560043, 0.699999988079071, 0.0, False 
0.05016911029815674, 0.699999988079071, 0.0, False 
0.04958866536617279, 0.6780470609664917, 0.0, False 
0.04897648096084595, 0.6689777970314026, 0.0, False 
0.04827256500720978, 0.6583319306373596, 0.0, False 
0.0484338216483593, 0.6502121686935425, 0.0, False 
0.04845914617180824, 0.679433286190033, 0.0, False 
0.04510533809661865, 0.6166495084762573, 0.0, False 
0.04528956115245819, 0.6108198761940002, 0.0, False 
0.04322303086519241, 0.593261182308197, 0.0, False 
0.04138834401965141, 0.5855752229690552, 0.0, False 
0.0414939746260643, 0.5793176889419556, 0.0, False 
0.03838137537240982, 0.571453332901001, 0.0, False 
0.036970820277929306, 0.5549613833427429, 0.0, False 
